title	label
The Providence teacher contract is one of the longest in the country.	4
The Chris Hani Baragwanath in South Africa is the worlds third-biggest hospital.	2
Annual precipitation has increased in Rhode Island by over 12 inches in the last century.	0
The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.	0
Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.	0
Vietnamese is the third most commonly spoken language in Texas.	0
What we have now is the most generous, in my opinion, good time bill in the entire United States.	4
There is no Plan B if the transportation referendum is not passed by voters.	3
Our economy still has three people looking for every job (opening).	0
Democrats have lost more than 900 state legislators since Barack Obama has been president.	0
Carly Fiorina, shes against banning assault weapons.	1
Says her campaign platform includes the biggest investment in new, good-paying jobs since World War II.	2
If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.	4
Failure to raise the debt limit does not force a U.S. default on debt payments.	0
Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.	4
Says Donald Trump has defended World War II internment camps.	2
Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.	1
In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.)	1
Turkey is an Arab country.	4
Newt Gingrichs presidential campaign has exactly the same challenges as Ronald Reagans successful 1980 bid.	3
The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.	0
Says Lee Leffingwell raised property taxes 20 percent in three years.	2
Accuses President Barack Obama of making contradictory claims about efforts to kill Osama bin Laden in 2008 and 2011.	5
8 years of the Clintons, major losses for Democrats across the nation.	1
92 percent of the jobs lost during Barack Obamas first term belonged to women.	4
Says President Barack Obama was responsible for the assassination of at least four American citizens in drone strikes.	2
The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor.	4
Says his executive order requiring young girls to be vaccinated against HPV wasnt mandatory.	3
Says a highway was closed in El Paso because of bullets flying across the border.	0
95 percent of the income gains in the last few years have gone to the top 1 percent.	1
Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.	0
We didnt go out and take information from the Hillary Clinton campaign.	3
If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.	5
Says Nikita Khrushchev brought an extra shoe to a United Nations session in 1960, which he banged on the desk in protest.	4
Low-flow toilets can cost homeowners up to $1,000 each.	2
Jim Renacci voted repeatedly to end Medicare.	4
Says this months special session will cost the state $27,300 a day just for legislators daily living expenses.	0
Wind powers nearly 13 million homes across the country.	1
Says businesses pay roughly 60 percent of taxes in Texas.	1
Health insurance companies pay CEOs $24 million a year	3
Every president since Franklin Delano Roosevelt has had fast-track trade authority.	2
Says Donald Trump wants to deport our Dreamers.	1
Says Barack Obama is apparently not for vetting people and saying just anybody can come to the United States.	4
The majority of Americans are conservatives.	2
Says a lawmaker seeks to defund Planned Parenthood for cutting children into small pieces.	1
Obama has racked up more debt than any president in history over $5 trillion.	2
Says with Gov. Chris Christie and bipartisan reformers New Jersey had the most job growth in 11 years.	2
Says Oregon is near the top or at the top of the list when it comes to capital gains tax	0
The No. 1 issue that the American people care about is getting America back to work.	0
Says in 1944 we were in debt more than twice as much as we are now.	4
Says Ronda Storms voted to fund the Taj Mahal courthouse.	1
In France, they have a (surveillance) program a thousandfold more invasive than the United States.	1
Weve got a 1,000 National Guard troop request thats been in front of this president for over a year and no response.	2
Under a new law, doctors performing drug-induced abortions could be charged if women dont return to them for follow-up care	4
Says veterans disability claims backlog doubled in Obamas first term.	0
At a minimum, 40 percent of those who view child pornography end up molesting children as a result.	3
In 67 different ways, Governor McCrory has raised taxes on middle income families.	2
Romney adviser admits Romneycare was blueprint for Obamacare.	1
Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.	5
Its hard to get people in Portland to vote yes on ballot measures, especially when theres opposition.	3
The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.	4
Some businesses in Oregon are having to shrink back their businesses as a result of the law.	0
I have 2 and a half million more votes than he (Sanders) does.	1
On abortion	4
Members of Congress receive full pay retirement after serving one term.	5
In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.	4
Says the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.	4
The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.	0
David Perdue said hed raise taxes.	2
I am the first Latina to run for governor of Texas.	4
Says Every legislative district in the state has at least one craft brewery and countless home brewers.	4
In Ohio, we invested in our children, raising school funding by 5.5 percent in the last budget.	4
In 2007, when Nancy Pelosi met with President Assad of Syria, nobody got upset.	4
For the past eight years, Gov. Carcieri and Mrs. Carcieri would host the lighting of the State House Christmas tree.	4
